Année,Juridiction,Industrie,Produit,Valeur (1 000 dollars)
2017,Île-du-Prince-Édouard,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2017,Île-du-Prince-Édouard,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2017,Québec,Fabrication de produits en bois,Fabrication totale de produits du bois,14642005
2017,Québec,Fabrication de produits en bois,Scieries et préservation du bois,7706418
2017,Québec,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3845626
2017,Québec,Fabrication de produits en bois,Autres fabrications de produits du bois,3089961
2017,Saskatchewan,Fabrication de produits en bois,Fabrication totale de produits du bois,1423558
2017,Saskatchewan,Fabrication de produits en bois,Scieries et préservation du bois,303470
2017,Saskatchewan,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",1065608
2017,Saskatchewan,Fabrication de produits en bois,Autres fabrications de produits du bois,54480
2017,Yukon,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2017,Yukon,Fabrication de produits en bois,Scieries et préservation du bois,0
2017,Yukon,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2017,Yukon,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2018,Canada,Fabrication de produits en bois,Fabrication totale de produits du bois,62582084
2018,Canada,Fabrication de produits en bois,Scieries et préservation du bois,37153646
2018,Canada,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",16171566
2018,Canada,Fabrication de produits en bois,Autres fabrications de produits du bois,9256872
2018,Alberta,Fabrication de produits en bois,Fabrication totale de produits du bois,8410178
2018,Alberta,Fabrication de produits en bois,Scieries et préservation du bois,4628032
2018,Alberta,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3001020
2018,Alberta,Fabrication de produits en bois,Autres fabrications de produits du bois,781126
2018,Colombie-Britannique,Fabrication de produits en bois,Fabrication totale de produits du bois,22974332
2018,Colombie-Britannique,Fabrication de produits en bois,Scieries et préservation du bois,16675698
2018,Colombie-Britannique,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",4075174
2018,Colombie-Britannique,Fabrication de produits en bois,Autres fabrications de produits du bois,2223460
2018,Manitoba,Fabrication de produits en bois,Fabrication totale de produits du bois,800299
2018,Manitoba,Fabrication de produits en bois,Scieries et préservation du bois,457284
2018,Manitoba,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",100946
2018,Manitoba,Fabrication de produits en bois,Autres fabrications de produits du bois,242069
2018,Nouveau-Brunswick,Fabrication de produits en bois,Fabrication totale de produits du bois,3214641
2018,Nouveau-Brunswick,Fabrication de produits en bois,Scieries et préservation du bois,2284628
2018,Nouveau-Brunswick,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",732374
2018,Nouveau-Brunswick,Fabrication de produits en bois,Autres fabrications de produits du bois,197639
2018,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2018,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Scieries et préservation du bois,0
2018,Terre-Neuve-et-Labrador,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2018,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2018,Territoires du Nord-Ouest,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2018,Territoires du Nord-Ouest,Fabrication de produits en bois,Scieries et préservation du bois,0
2018,Territoires du Nord-Ouest,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2018,Territoires du Nord-Ouest,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2018,Nouvelle-Écosse,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2018,Nouvelle-Écosse,Fabrication de produits en bois,Scieries et préservation du bois,0
2018,Nouvelle-Écosse,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2018,Nouvelle-Écosse,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2018,Nunavut,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2018,Nunavut,Fabrication de produits en bois,Scieries et préservation du bois,0
2018,Nunavut,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2018,Nunavut,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2018,Ontario,Fabrication de produits en bois,Fabrication totale de produits du bois,9059917
2018,Ontario,Fabrication de produits en bois,Scieries et préservation du bois,3601784
2018,Ontario,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3260962
2018,Ontario,Fabrication de produits en bois,Autres fabrications de produits du bois,2197171
2018,Île-du-Prince-Édouard,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2018,Île-du-Prince-Édouard,Fabrication de produits en bois,Scieries et préservation du bois,0
2018,Île-du-Prince-Édouard,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2018,Île-du-Prince-Édouard,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2018,Québec,Fabrication de produits en bois,Fabrication totale de produits du bois,15665165
2018,Québec,Fabrication de produits en bois,Scieries et préservation du bois,8304848
2018,Québec,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3901866
2018,Québec,Fabrication de produits en bois,Autres fabrications de produits du bois,3458451
2018,Saskatchewan,Fabrication de produits en bois,Fabrication totale de produits du bois,1406436
2018,Saskatchewan,Fabrication de produits en bois,Scieries et préservation du bois,419082
2018,Saskatchewan,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",928822
2018,Saskatchewan,Fabrication de produits en bois,Autres fabrications de produits du bois,58532
2018,Yukon,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2018,Yukon,Fabrication de produits en bois,Scieries et préservation du bois,0
2018,Yukon,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2018,Yukon,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2019,Canada,Fabrication de produits en bois,Fabrication totale de produits du bois,54261186
2019,Canada,Fabrication de produits en bois,Scieries et préservation du bois,31178364
2019,Canada,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",13978022
2019,Canada,Fabrication de produits en bois,Autres fabrications de produits du bois,9104800
2019,Alberta,Fabrication de produits en bois,Fabrication totale de produits du bois,6929353
2019,Alberta,Fabrication de produits en bois,Scieries et préservation du bois,3863392
2019,Alberta,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",2232906
2019,Alberta,Fabrication de produits en bois,Autres fabrications de produits du bois,833055
2019,Colombie-Britannique,Fabrication de produits en bois,Fabrication totale de produits du bois,18565154
2019,Colombie-Britannique,Fabrication de produits en bois,Scieries et préservation du bois,12875446
2019,Colombie-Britannique,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3593600
2019,Colombie-Britannique,Fabrication de produits en bois,Autres fabrications de produits du bois,2096108
2019,Manitoba,Fabrication de produits en bois,Fabrication totale de produits du bois,755768
2019,Manitoba,Fabrication de produits en bois,Scieries et préservation du bois,416348
2019,Manitoba,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",91634
2019,Manitoba,Fabrication de produits en bois,Autres fabrications de produits du bois,247786
2019,Nouveau-Brunswick,Fabrication de produits en bois,Fabrication totale de produits du bois,2924187
2019,Nouveau-Brunswick,Fabrication de produits en bois,Scieries et préservation du bois,2063688
2019,Nouveau-Brunswick,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",618486
2019,Nouveau-Brunswick,Fabrication de produits en bois,Autres fabrications de produits du bois,242013
2019,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Fabrication totale de produits du bois,35125
2019,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Scieries et préservation du bois,0
2019,Terre-Neuve-et-Labrador,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",23918
2019,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Autres fabrications de produits du bois,11207
2019,Territoires du Nord-Ouest,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2019,Territoires du Nord-Ouest,Fabrication de produits en bois,Scieries et préservation du bois,0
2019,Territoires du Nord-Ouest,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2019,Territoires du Nord-Ouest,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2019,Nouvelle-Écosse,Fabrication de produits en bois,Fabrication totale de produits du bois,165784
2019,Nouvelle-Écosse,Fabrication de produits en bois,Scieries et préservation du bois,0
2019,Nouvelle-Écosse,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",165784
2019,Nouvelle-Écosse,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2019,Nunavut,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2019,Nunavut,Fabrication de produits en bois,Scieries et préservation du bois,0
2019,Nunavut,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2019,Nunavut,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2019,Ontario,Fabrication de produits en bois,Fabrication totale de produits du bois,8297998
2019,Ontario,Fabrication de produits en bois,Scieries et préservation du bois,3130500
2019,Ontario,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",2966156
2019,Ontario,Fabrication de produits en bois,Autres fabrications de produits du bois,2201342
2019,Île-du-Prince-Édouard,Fabrication de produits en bois,Fabrication totale de produits du bois,28992
2019,Île-du-Prince-Édouard,Fabrication de produits en bois,Scieries et préservation du bois,4328
2019,Île-du-Prince-Édouard,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",24664
2019,Île-du-Prince-Édouard,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2019,Québec,Fabrication de produits en bois,Fabrication totale de produits du bois,14723812
2019,Québec,Fabrication de produits en bois,Scieries et préservation du bois,7780598
2019,Québec,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3612976
2019,Québec,Fabrication de produits en bois,Autres fabrications de produits du bois,3330238
2019,Saskatchewan,Fabrication de produits en bois,Fabrication totale de produits du bois,1076258
2019,Saskatchewan,Fabrication de produits en bois,Scieries et préservation du bois,373344
2019,Saskatchewan,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",647896
2019,Saskatchewan,Fabrication de produits en bois,Autres fabrications de produits du bois,55018
2019,Yukon,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2019,Yukon,Fabrication de produits en bois,Scieries et préservation du bois,0
2019,Yukon,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2019,Yukon,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2020,Canada,Fabrication de produits en bois,Fabrication totale de produits du bois,62469253
2020,Canada,Fabrication de produits en bois,Scieries et préservation du bois,36371402
2020,Canada,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",16749336
2020,Canada,Fabrication de produits en bois,Autres fabrications de produits du bois,9348515
2020,Alberta,Fabrication de produits en bois,Fabrication totale de produits du bois,9293678
2020,Alberta,Fabrication de produits en bois,Scieries et préservation du bois,5140524
2020,Alberta,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3426434
2020,Alberta,Fabrication de produits en bois,Autres fabrications de produits du bois,726720
2020,Colombie-Britannique,Fabrication de produits en bois,Fabrication totale de produits du bois,20411146
2020,Colombie-Britannique,Fabrication de produits en bois,Scieries et préservation du bois,14361208
2020,Colombie-Britannique,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3758642
2020,Colombie-Britannique,Fabrication de produits en bois,Autres fabrications de produits du bois,2291296
2020,Manitoba,Fabrication de produits en bois,Fabrication totale de produits du bois,836959
2020,Manitoba,Fabrication de produits en bois,Scieries et préservation du bois,443256
2020,Manitoba,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",102750
2020,Manitoba,Fabrication de produits en bois,Autres fabrications de produits du bois,290953
2020,Nouveau-Brunswick,Fabrication de produits en bois,Fabrication totale de produits du bois,3407806
2020,Nouveau-Brunswick,Fabrication de produits en bois,Scieries et préservation du bois,2443454
2020,Nouveau-Brunswick,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",708024
2020,Nouveau-Brunswick,Fabrication de produits en bois,Autres fabrications de produits du bois,256328
2020,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Fabrication totale de produits du bois,37890
2020,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Scieries et préservation du bois,0
2020,Terre-Neuve-et-Labrador,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",27670
2020,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Autres fabrications de produits du bois,10220
2020,Territoires du Nord-Ouest,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2020,Territoires du Nord-Ouest,Fabrication de produits en bois,Scieries et préservation du bois,0
2020,Territoires du Nord-Ouest,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2020,Territoires du Nord-Ouest,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2020,Nouvelle-Écosse,Fabrication de produits en bois,Fabrication totale de produits du bois,225192
2020,Nouvelle-Écosse,Fabrication de produits en bois,Scieries et préservation du bois,0
2020,Nouvelle-Écosse,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",143032
2020,Nouvelle-Écosse,Fabrication de produits en bois,Autres fabrications de produits du bois,82160
2020,Nunavut,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2020,Nunavut,Fabrication de produits en bois,Scieries et préservation du bois,0
2020,Nunavut,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2020,Nunavut,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2020,Ontario,Fabrication de produits en bois,Fabrication totale de produits du bois,9478753
2020,Ontario,Fabrication de produits en bois,Scieries et préservation du bois,3787594
2020,Ontario,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3395334
2020,Ontario,Fabrication de produits en bois,Autres fabrications de produits du bois,2295825
2020,Île-du-Prince-Édouard,Fabrication de produits en bois,Fabrication totale de produits du bois,28200
2020,Île-du-Prince-Édouard,Fabrication de produits en bois,Scieries et préservation du bois,1990
2020,Île-du-Prince-Édouard,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",26210
2020,Île-du-Prince-Édouard,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2020,Québec,Fabrication de produits en bois,Fabrication totale de produits du bois,16273562
2020,Québec,Fabrication de produits en bois,Scieries et préservation du bois,8972212
2020,Québec,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3980646
2020,Québec,Fabrication de produits en bois,Autres fabrications de produits du bois,3320704
2020,Saskatchewan,Fabrication de produits en bois,Fabrication totale de produits du bois,1696240
2020,Saskatchewan,Fabrication de produits en bois,Scieries et préservation du bois,450768
2020,Saskatchewan,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",1180596
2020,Saskatchewan,Fabrication de produits en bois,Autres fabrications de produits du bois,64876
2020,Yukon,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2020,Yukon,Fabrication de produits en bois,Scieries et préservation du bois,0
2020,Yukon,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2020,Yukon,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2021,Canada,Fabrication de produits en bois,Fabrication totale de produits du bois,94915753
2021,Canada,Fabrication de produits en bois,Scieries et préservation du bois,56457354
2021,Canada,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",26482628
2021,Canada,Fabrication de produits en bois,Autres fabrications de produits du bois,11975771
2021,Alberta,Fabrication de produits en bois,Fabrication totale de produits du bois,14904162
2021,Alberta,Fabrication de produits en bois,Scieries et préservation du bois,8141052
2021,Alberta,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",5839104
2021,Alberta,Fabrication de produits en bois,Autres fabrications de produits du bois,924006
2021,Colombie-Britannique,Fabrication de produits en bois,Fabrication totale de produits du bois,31608540
2021,Colombie-Britannique,Fabrication de produits en bois,Scieries et préservation du bois,23325202
2021,Colombie-Britannique,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",5511832
2021,Colombie-Britannique,Fabrication de produits en bois,Autres fabrications de produits du bois,2771506
2021,Manitoba,Fabrication de produits en bois,Fabrication totale de produits du bois,1106174
2021,Manitoba,Fabrication de produits en bois,Scieries et préservation du bois,554198
2021,Manitoba,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",225482
2021,Manitoba,Fabrication de produits en bois,Autres fabrications de produits du bois,326494
2021,Nouveau-Brunswick,Fabrication de produits en bois,Fabrication totale de produits du bois,1677499
2021,Nouveau-Brunswick,Fabrication de produits en bois,Scieries et préservation du bois,0
2021,Nouveau-Brunswick,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",1336842
2021,Nouveau-Brunswick,Fabrication de produits en bois,Autres fabrications de produits du bois,340657
2021,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Fabrication totale de produits du bois,38360
2021,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Scieries et préservation du bois,0
2021,Terre-Neuve-et-Labrador,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",38360
2021,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2021,Territoires du Nord-Ouest,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2021,Territoires du Nord-Ouest,Fabrication de produits en bois,Scieries et préservation du bois,0
2021,Territoires du Nord-Ouest,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2021,Territoires du Nord-Ouest,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2021,Nouvelle-Écosse,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2021,Nouvelle-Écosse,Fabrication de produits en bois,Scieries et préservation du bois,0
2021,Nouvelle-Écosse,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2021,Nouvelle-Écosse,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2021,Nunavut,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2021,Nunavut,Fabrication de produits en bois,Scieries et préservation du bois,0
2021,Nunavut,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2021,Nunavut,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2021,Ontario,Fabrication de produits en bois,Fabrication totale de produits du bois,13299682
2021,Ontario,Fabrication de produits en bois,Scieries et préservation du bois,5629012
2021,Ontario,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",4909746
2021,Ontario,Fabrication de produits en bois,Autres fabrications de produits du bois,2760924
2021,Île-du-Prince-Édouard,Fabrication de produits en bois,Fabrication totale de produits du bois,4250
2021,Île-du-Prince-Édouard,Fabrication de produits en bois,Scieries et préservation du bois,4250
2021,Île-du-Prince-Édouard,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2021,Île-du-Prince-Édouard,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2021,Québec,Fabrication de produits en bois,Fabrication totale de produits du bois,24332522
2021,Québec,Fabrication de produits en bois,Scieries et préservation du bois,13597148
2021,Québec,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",6108718
2021,Québec,Fabrication de produits en bois,Autres fabrications de produits du bois,4626656
2021,Saskatchewan,Fabrication de produits en bois,Fabrication totale de produits du bois,3013899
2021,Saskatchewan,Fabrication de produits en bois,Scieries et préservation du bois,677360
2021,Saskatchewan,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",2261668
2021,Saskatchewan,Fabrication de produits en bois,Autres fabrications de produits du bois,74871
2021,Yukon,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2021,Yukon,Fabrication de produits en bois,Scieries et préservation du bois,0
2021,Yukon,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2021,Yukon,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2022,Canada,Fabrication de produits en bois,Fabrication totale de produits du bois,90862374
2022,Canada,Fabrication de produits en bois,Scieries et préservation du bois,49798068
2022,Canada,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",27954440
2022,Canada,Fabrication de produits en bois,Autres fabrications de produits du bois,13109866
2022,Alberta,Fabrication de produits en bois,Fabrication totale de produits du bois,13479722
2022,Alberta,Fabrication de produits en bois,Scieries et préservation du bois,6541930
2022,Alberta,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",5836758
2022,Alberta,Fabrication de produits en bois,Autres fabrications de produits du bois,1101034
2022,Colombie-Britannique,Fabrication de produits en bois,Fabrication totale de produits du bois,28843509
2022,Colombie-Britannique,Fabrication de produits en bois,Scieries et préservation du bois,20047928
2022,Colombie-Britannique,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",6058528
2022,Colombie-Britannique,Fabrication de produits en bois,Autres fabrications de produits du bois,2737053
2022,Manitoba,Fabrication de produits en bois,Fabrication totale de produits du bois,1269367
2022,Manitoba,Fabrication de produits en bois,Scieries et préservation du bois,211418
2022,Manitoba,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",707422
2022,Manitoba,Fabrication de produits en bois,Autres fabrications de produits du bois,350527
2022,Nouveau-Brunswick,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2022,Nouveau-Brunswick,Fabrication de produits en bois,Scieries et préservation du bois,0
2022,Nouveau-Brunswick,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2022,Nouveau-Brunswick,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2022,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2022,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Scieries et préservation du bois,0
2022,Terre-Neuve-et-Labrador,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2022,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2022,Territoires du Nord-Ouest,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2022,Territoires du Nord-Ouest,Fabrication de produits en bois,Scieries et préservation du bois,0
2022,Territoires du Nord-Ouest,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2022,Territoires du Nord-Ouest,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2022,Nouvelle-Écosse,Fabrication de produits en bois,Fabrication totale de produits du bois,136892
2022,Nouvelle-Écosse,Fabrication de produits en bois,Scieries et préservation du bois,0
2022,Nouvelle-Écosse,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2022,Nouvelle-Écosse,Fabrication de produits en bois,Autres fabrications de produits du bois,136892
2022,Nunavut,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2022,Nunavut,Fabrication de produits en bois,Scieries et préservation du bois,0
2022,Nunavut,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2022,Nunavut,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2022,Ontario,Fabrication de produits en bois,Fabrication totale de produits du bois,13538415
2022,Ontario,Fabrication de produits en bois,Scieries et préservation du bois,5034784
2022,Ontario,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",5228716
2022,Ontario,Fabrication de produits en bois,Autres fabrications de produits du bois,3274915
2022,Île-du-Prince-Édouard,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2022,Île-du-Prince-Édouard,Fabrication de produits en bois,Scieries et préservation du bois,0
2022,Île-du-Prince-Édouard,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2022,Île-du-Prince-Édouard,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2022,Québec,Fabrication de produits en bois,Fabrication totale de produits du bois,24978787
2022,Québec,Fabrication de produits en bois,Scieries et préservation du bois,13080796
2022,Québec,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",6876558
2022,Québec,Fabrication de produits en bois,Autres fabrications de produits du bois,5021433
2022,Saskatchewan,Fabrication de produits en bois,Fabrication totale de produits du bois,2469644
2022,Saskatchewan,Fabrication de produits en bois,Scieries et préservation du bois,629150
2022,Saskatchewan,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",1751920
2022,Saskatchewan,Fabrication de produits en bois,Autres fabrications de produits du bois,88574
2022,Yukon,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2022,Yukon,Fabrication de produits en bois,Scieries et préservation du bois,0
2022,Yukon,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2022,Yukon,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2023,Canada,Fabrication de produits en bois,Fabrication totale de produits du bois,66577934
2023,Canada,Fabrication de produits en bois,Scieries et préservation du bois,33405110
2023,Canada,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",21071368
2023,Canada,Fabrication de produits en bois,Autres fabrications de produits du bois,12101456
2023,Alberta,Fabrication de produits en bois,Fabrication totale de produits du bois,8732412
2023,Alberta,Fabrication de produits en bois,Scieries et préservation du bois,4278124
2023,Alberta,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",3375840
2023,Alberta,Fabrication de produits en bois,Autres fabrications de produits du bois,1078448
2023,Colombie-Britannique,Fabrication de produits en bois,Fabrication totale de produits du bois,20162480
2023,Colombie-Britannique,Fabrication de produits en bois,Scieries et préservation du bois,12357096
2023,Colombie-Britannique,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",5282528
2023,Colombie-Britannique,Fabrication de produits en bois,Autres fabrications de produits du bois,2522856
2023,Manitoba,Fabrication de produits en bois,Fabrication totale de produits du bois,1292390
2023,Manitoba,Fabrication de produits en bois,Scieries et préservation du bois,180944
2023,Manitoba,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",737794
2023,Manitoba,Fabrication de produits en bois,Autres fabrications de produits du bois,373652
2023,Nouveau-Brunswick,Fabrication de produits en bois,Fabrication totale de produits du bois,3383316
2023,Nouveau-Brunswick,Fabrication de produits en bois,Scieries et préservation du bois,2210962
2023,Nouveau-Brunswick,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",833752
2023,Nouveau-Brunswick,Fabrication de produits en bois,Autres fabrications de produits du bois,338602
2023,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2023,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Scieries et préservation du bois,0
2023,Terre-Neuve-et-Labrador,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2023,Terre-Neuve-et-Labrador,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2023,Territoires du Nord-Ouest,Fabrication de produits en bois,Fabrication totale de produits du bois,0
2023,Territoires du Nord-Ouest,Fabrication de produits en bois,Scieries et préservation du bois,0
2023,Territoires du Nord-Ouest,Fabrication de produits en bois,"Placage, contreplaqué et produits de bois d'ingénierie",0
2023,Territoires du Nord-Ouest,Fabrication de produits en bois,Autres fabrications de produits du bois,0
2023,Nouvelle-Écosse,Fabrication de produits en bois,Fabrication totale de produits du bois,205590
2023,Nouvelle-Écosse,Fabrication de produits en bois,Scieries et préservation du bois,0
