Année,Juridiction,Industrie,Produit,Valeur (1 000 dollars)
2018,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2018,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2018,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2018,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2018,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2018,Nunavut,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2018,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,8966439
2018,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,6000761
2018,Ontario,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,2965678
2018,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2018,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2018,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2018,Québec,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,9765639
2018,Québec,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,3156036
2018,Québec,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,6609603
2018,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2018,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2018,Saskatchewan,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2018,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2018,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2018,Yukon,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Canada,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,30001407
2019,Canada,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,11520843
2019,Canada,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,18480564
2019,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Alberta,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,5014698
2019,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,453462
2019,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,4561236
2019,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Manitoba,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,2115302
2019,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,645756
2019,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,1469546
2019,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Nunavut,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,9017670
2019,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,6183730
2019,Ontario,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,2833940
2019,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Québec,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,9664881
2019,Québec,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,3324856
2019,Québec,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,6340025
2019,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Saskatchewan,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2019,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2019,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2019,Yukon,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Canada,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,27099357
2020,Canada,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,11108270
2020,Canada,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,15991087
2020,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Alberta,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,4150386
2020,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,469223
2020,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,3681163
2020,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Manitoba,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,219135
2020,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,219135
2020,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Nunavut,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,8584521
2020,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,5675201
2020,Ontario,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,2909320
2020,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Québec,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,8710007
2020,Québec,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,3270818
2020,Québec,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,5439189
2020,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Saskatchewan,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2020,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2020,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2020,Yukon,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Canada,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,29169105
2021,Canada,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,11983910
2021,Canada,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,17185195
2021,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Alberta,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,4532716
2021,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,507804
2021,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,4024912
2021,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Manitoba,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Nunavut,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,8998592
2021,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,6117526
2021,Ontario,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,2881066
2021,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Québec,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,9534550
2021,Québec,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,3557653
2021,Québec,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,5976897
2021,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Saskatchewan,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2021,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2021,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2021,Yukon,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Canada,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,34431798
2022,Canada,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,14024690
2022,Canada,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,20407108
2022,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Alberta,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,5136824
2022,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,555437
2022,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,4581387
2022,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Manitoba,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Territoires du Nord-Ouest,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Nunavut,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Nunavut,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,10178154
2022,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,7351268
2022,Ontario,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,2826886
2022,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Québec,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,11845959
2022,Québec,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,4181984
2022,Québec,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,7663975
2022,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Saskatchewan,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2022,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2022,Yukon,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2022,Yukon,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2023,Canada,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,32549487
2023,Canada,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,14372962
2023,Canada,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,18176525
2023,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2023,Alberta,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2023,Alberta,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2023,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,4469115
2023,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,575768
2023,Colombie-Britannique,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,3893347
2023,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2023,Manitoba,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2023,Manitoba,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2023,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2023,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2023,Nouveau-Brunswick,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2023,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2023,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2023,Terre-Neuve-et-Labrador,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2023,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2023,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2023,Nouvelle-Écosse,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2023,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,10216222
2023,Ontario,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,7480315
2023,Ontario,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,2735907
2023,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2023,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2023,Île-du-Prince-Édouard,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
2023,Québec,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,11285551
2023,Québec,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,4356755
2023,Québec,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,6928796
2023,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication totale de pâtes et de produits de papier,0
2023,Saskatchewan,Fabrication de produits à base de pâte et de papier,Fabrication de produits de papier transformé,0
2023,Saskatchewan,Fabrication de produits à base de pâte et de papier,Usines de pâtes et papiers et de carton,0
