Année,Juridiction,Industrie,"Nombre d'emplois"
2013,Québec,,5460
2013,Québec,Fabrication de produits en bois,28870
2013,Saskatchewan,,340
2013,Saskatchewan,,225
2013,Saskatchewan,,860
2013,Saskatchewan,Fabrication de produits en bois,1630
2013,Yukon,,30
2013,Yukon,,0
2013,Yukon,,10
2013,Yukon,Fabrication de produits en bois,30
2014,Canada,,32085
2014,Canada,,57480
2014,Canada,,21220
2014,Canada,Fabrication de produits en bois,92660
2014,Alberta,,2440
2014,Alberta,,2980
2014,Alberta,,1665
2014,Alberta,Fabrication de produits en bois,9740
2014,Colombie-Britannique,,13020
2014,Colombie-Britannique,,8145
2014,Colombie-Britannique,,7540
2014,Colombie-Britannique,Fabrication de produits en bois,26385
2014,Manitoba,,315
2014,Manitoba,,1245
2014,Manitoba,,520
2014,Manitoba,Fabrication de produits en bois,2480
2014,Nouveau-Brunswick,,2715
2014,Nouveau-Brunswick,,3205
2014,Nouveau-Brunswick,,955
2014,Nouveau-Brunswick,Fabrication de produits en bois,5005
2014,Terre-Neuve-et-Labrador,,410
2014,Terre-Neuve-et-Labrador,,305
2014,Terre-Neuve-et-Labrador,,160
2014,Terre-Neuve-et-Labrador,Fabrication de produits en bois,360
2014,Territoires du Nord-Ouest,,5
2014,Territoires du Nord-Ouest,,0
2014,Territoires du Nord-Ouest,,150
2014,Territoires du Nord-Ouest,Fabrication de produits en bois,15
2014,Nouvelle-Écosse,,1005
2014,Nouvelle-Écosse,,1095
2014,Nouvelle-Écosse,,455
2014,Nouvelle-Écosse,Fabrication de produits en bois,1940
2014,Nunavut,,0
2014,Nunavut,,0
2014,Nunavut,,0
2014,Nunavut,Fabrication de produits en bois,0
2014,Ontario,,3865
2014,Ontario,,18805
2014,Ontario,,3255
2014,Ontario,Fabrication de produits en bois,16880
2014,Île-du-Prince-Édouard,,50
2014,Île-du-Prince-Édouard,,260
2014,Île-du-Prince-Édouard,,45
2014,Île-du-Prince-Édouard,Fabrication de produits en bois,130
2014,Québec,,7825
2014,Québec,,21200
2014,Québec,,5555
2014,Québec,Fabrication de produits en bois,28225
2014,Saskatchewan,,410
2014,Saskatchewan,,240
2014,Saskatchewan,,910
2014,Saskatchewan,Fabrication de produits en bois,1460
2014,Yukon,,25
2014,Yukon,,0
2014,Yukon,,10
2014,Yukon,Fabrication de produits en bois,40
2015,Canada,,32495
2015,Canada,,57045
2015,Canada,,21420
2015,Canada,Fabrication de produits en bois,94060
2015,Alberta,,2670
2015,Alberta,,3020
2015,Alberta,,1715
2015,Alberta,Fabrication de produits en bois,9455
2015,Colombie-Britannique,,12475
2015,Colombie-Britannique,,7825
2015,Colombie-Britannique,,7770
2015,Colombie-Britannique,Fabrication de produits en bois,26080
2015,Manitoba,,290
2015,Manitoba,,1240
2015,Manitoba,,505
2015,Manitoba,Fabrication de produits en bois,2270
2015,Nouveau-Brunswick,,2745
2015,Nouveau-Brunswick,,3070
2015,Nouveau-Brunswick,,965
2015,Nouveau-Brunswick,Fabrication de produits en bois,5075
2015,Terre-Neuve-et-Labrador,,470
2015,Terre-Neuve-et-Labrador,,340
2015,Terre-Neuve-et-Labrador,,155
2015,Terre-Neuve-et-Labrador,Fabrication de produits en bois,355
2015,Territoires du Nord-Ouest,,5
2015,Territoires du Nord-Ouest,,0
2015,Territoires du Nord-Ouest,,150
2015,Territoires du Nord-Ouest,Fabrication de produits en bois,5
2015,Nouvelle-Écosse,,980
2015,Nouvelle-Écosse,,1230
2015,Nouvelle-Écosse,,490
2015,Nouvelle-Écosse,Fabrication de produits en bois,1815
2015,Nunavut,,0
2015,Nunavut,,0
2015,Nunavut,,0
2015,Nunavut,Fabrication de produits en bois,0
2015,Ontario,,4055
2015,Ontario,,18355
2015,Ontario,,3300
2015,Ontario,Fabrication de produits en bois,17225
2015,Île-du-Prince-Édouard,,55
2015,Île-du-Prince-Édouard,,290
2015,Île-du-Prince-Édouard,,40
2015,Île-du-Prince-Édouard,Fabrication de produits en bois,110
2015,Québec,,8290
2015,Québec,,21405
2015,Québec,,5425
2015,Québec,Fabrication de produits en bois,29955
2015,Saskatchewan,,430
2015,Saskatchewan,,270
2015,Saskatchewan,,890
2015,Saskatchewan,Fabrication de produits en bois,1685
2015,Yukon,,30
2015,Yukon,,0
2015,Yukon,,15
2015,Yukon,Fabrication de produits en bois,30
2016,Canada,,33765
2016,Canada,,54180
2016,Canada,,22175
2016,Canada,Fabrication de produits en bois,99160
2016,Alberta,,2935
2016,Alberta,,3030
2016,Alberta,,1815
2016,Alberta,Fabrication de produits en bois,9975
2016,Colombie-Britannique,,13210
2016,Colombie-Britannique,,7735
2016,Colombie-Britannique,,8480
2016,Colombie-Britannique,Fabrication de produits en bois,28535
2016,Manitoba,,245
2016,Manitoba,,1275
2016,Manitoba,,535
2016,Manitoba,Fabrication de produits en bois,2505
2016,Nouveau-Brunswick,,2880
2016,Nouveau-Brunswick,,3005
2016,Nouveau-Brunswick,,925
2016,Nouveau-Brunswick,Fabrication de produits en bois,5380
2016,Terre-Neuve-et-Labrador,,445
2016,Terre-Neuve-et-Labrador,,345
2016,Terre-Neuve-et-Labrador,,150
2016,Terre-Neuve-et-Labrador,Fabrication de produits en bois,420
2016,Territoires du Nord-Ouest,,5
2016,Territoires du Nord-Ouest,,0
2016,Territoires du Nord-Ouest,,150
2016,Territoires du Nord-Ouest,Fabrication de produits en bois,5
2016,Nouvelle-Écosse,,910
2016,Nouvelle-Écosse,,1210
2016,Nouvelle-Écosse,,540
2016,Nouvelle-Écosse,Fabrication de produits en bois,1895
2016,Nunavut,,0
2016,Nunavut,,0
2016,Nunavut,,0
2016,Nunavut,Fabrication de produits en bois,0
2016,Ontario,,4310
2016,Ontario,,17755
2016,Ontario,,3240
2016,Ontario,Fabrication de produits en bois,17270
2016,Île-du-Prince-Édouard,,80
2016,Île-du-Prince-Édouard,,275
2016,Île-du-Prince-Édouard,,45
2016,Île-du-Prince-Édouard,Fabrication de produits en bois,135
2016,Québec,,8270
2016,Québec,,19270
2016,Québec,,5380
2016,Québec,Fabrication de produits en bois,31290
2016,Saskatchewan,,440
2016,Saskatchewan,,280
2016,Saskatchewan,,895
2016,Saskatchewan,Fabrication de produits en bois,1745
2016,Yukon,,35
2016,Yukon,,0
2016,Yukon,,20
2016,Yukon,Fabrication de produits en bois,5
2017,Canada,,33015
2017,Canada,,57210
2017,Canada,,22410
2017,Canada,Fabrication de produits en bois,102120
2017,Alberta,,3025
2017,Alberta,,2695
2017,Alberta,,1820
2017,Alberta,Fabrication de produits en bois,9185
2017,Colombie-Britannique,,12970
2017,Colombie-Britannique,,8380
2017,Colombie-Britannique,,8440
2017,Colombie-Britannique,Fabrication de produits en bois,29400
2017,Manitoba,,275
2017,Manitoba,,1290
2017,Manitoba,,485
2017,Manitoba,Fabrication de produits en bois,2485
2017,Nouveau-Brunswick,,2695
2017,Nouveau-Brunswick,,3060
2017,Nouveau-Brunswick,,935
2017,Nouveau-Brunswick,Fabrication de produits en bois,5705
2017,Terre-Neuve-et-Labrador,,315
2017,Terre-Neuve-et-Labrador,,380
2017,Terre-Neuve-et-Labrador,,150
2017,Terre-Neuve-et-Labrador,Fabrication de produits en bois,375
2017,Territoires du Nord-Ouest,,5
2017,Territoires du Nord-Ouest,,0
2017,Territoires du Nord-Ouest,,170
2017,Territoires du Nord-Ouest,Fabrication de produits en bois,5
2017,Nouvelle-Écosse,,800
2017,Nouvelle-Écosse,,1235
2017,Nouvelle-Écosse,,535
2017,Nouvelle-Écosse,Fabrication de produits en bois,1875
2017,Nunavut,,0
2017,Nunavut,,0
2017,Nunavut,,0
2017,Nunavut,Fabrication de produits en bois,0
2017,Ontario,,4230
2017,Ontario,,19150
2017,Ontario,,3090
2017,Ontario,Fabrication de produits en bois,18285
2017,Île-du-Prince-Édouard,,75
2017,Île-du-Prince-Édouard,,310
2017,Île-du-Prince-Édouard,,40
2017,Île-du-Prince-Édouard,Fabrication de produits en bois,150
2017,Québec,,8200
2017,Québec,,20420
2017,Québec,,5825
2017,Québec,Fabrication de produits en bois,32890
2017,Saskatchewan,,395
2017,Saskatchewan,,290
2017,Saskatchewan,,895
2017,Saskatchewan,Fabrication de produits en bois,1760
2017,Yukon,,30
2017,Yukon,,0
2017,Yukon,,25
2017,Yukon,Fabrication de produits en bois,5
2018,Canada,,33495
2018,Canada,,56995
2018,Canada,,22810
2018,Canada,Fabrication de produits en bois,100415
2018,Alberta,,3135
2018,Alberta,,2820
2018,Alberta,,1815
2018,Alberta,Fabrication de produits en bois,9360
2018,Colombie-Britannique,,13535
2018,Colombie-Britannique,,8570
2018,Colombie-Britannique,,9120
2018,Colombie-Britannique,Fabrication de produits en bois,28875
2018,Manitoba,,275
2018,Manitoba,,1335
2018,Manitoba,,490
2018,Manitoba,Fabrication de produits en bois,2435
2018,Nouveau-Brunswick,,2495
2018,Nouveau-Brunswick,,3065
2018,Nouveau-Brunswick,,965
2018,Nouveau-Brunswick,Fabrication de produits en bois,5645
2018,Terre-Neuve-et-Labrador,,305
2018,Terre-Neuve-et-Labrador,,345
2018,Terre-Neuve-et-Labrador,,155
2018,Terre-Neuve-et-Labrador,Fabrication de produits en bois,410
2018,Territoires du Nord-Ouest,,5
2018,Territoires du Nord-Ouest,,0
2018,Territoires du Nord-Ouest,,165
2018,Territoires du Nord-Ouest,Fabrication de produits en bois,5
2018,Nouvelle-Écosse,,795
2018,Nouvelle-Écosse,,1220
2018,Nouvelle-Écosse,,465
2018,Nouvelle-Écosse,Fabrication de produits en bois,1655
2018,Nunavut,,0
2018,Nunavut,,0
2018,Nunavut,,0
2018,Nunavut,Fabrication de produits en bois,0
2018,Ontario,,3915
2018,Ontario,,18775
2018,Ontario,,2670
2018,Ontario,Fabrication de produits en bois,17870
2018,Île-du-Prince-Édouard,,70
2018,Île-du-Prince-Édouard,,315
2018,Île-du-Prince-Édouard,,50
2018,Île-du-Prince-Édouard,Fabrication de produits en bois,160
2018,Québec,,8555
2018,Québec,,20260
2018,Québec,,5980
2018,Québec,Fabrication de produits en bois,32205
2018,Saskatchewan,,380
2018,Saskatchewan,,290
2018,Saskatchewan,,905
2018,Saskatchewan,Fabrication de produits en bois,1790
2018,Yukon,,30
2018,Yukon,,0
2018,Yukon,,30
2018,Yukon,Fabrication de produits en bois,5
2019,Canada,,32045
2019,Canada,,54515
2019,Canada,,23435
2019,Canada,Fabrication de produits en bois,98485
2019,Alberta,,2870
2019,Alberta,,2430
2019,Alberta,,2030
2019,Alberta,Fabrication de produits en bois,9220
2019,Colombie-Britannique,,12870
2019,Colombie-Britannique,,8415
2019,Colombie-Britannique,,9540
2019,Colombie-Britannique,Fabrication de produits en bois,27535
2019,Manitoba,,265
2019,Manitoba,,1365
2019,Manitoba,,445
2019,Manitoba,Fabrication de produits en bois,2505
2019,Nouveau-Brunswick,,2460
2019,Nouveau-Brunswick,,3000
2019,Nouveau-Brunswick,,905
2019,Nouveau-Brunswick,Fabrication de produits en bois,5560
2019,Terre-Neuve-et-Labrador,,265
2019,Terre-Neuve-et-Labrador,,340
2019,Terre-Neuve-et-Labrador,,155
2019,Terre-Neuve-et-Labrador,Fabrication de produits en bois,385
2019,Territoires du Nord-Ouest,,10
2019,Territoires du Nord-Ouest,,0
2019,Territoires du Nord-Ouest,,175
2019,Territoires du Nord-Ouest,Fabrication de produits en bois,5
2019,Nouvelle-Écosse,,785
2019,Nouvelle-Écosse,,1225
2019,Nouvelle-Écosse,,490
2019,Nouvelle-Écosse,Fabrication de produits en bois,1720
2019,Nunavut,,0
2019,Nunavut,,0
2019,Nunavut,,0
2019,Nunavut,Fabrication de produits en bois,0
2019,Ontario,,3910
2019,Ontario,,18265
2019,Ontario,,2590
2019,Ontario,Fabrication de produits en bois,17545
2019,Île-du-Prince-Édouard,,75
2019,Île-du-Prince-Édouard,,305
2019,Île-du-Prince-Édouard,,55
2019,Île-du-Prince-Édouard,Fabrication de produits en bois,155
2019,Québec,,8130
2019,Québec,,18860
2019,Québec,,6060
2019,Québec,Fabrication de produits en bois,32030
2019,Saskatchewan,,375
2019,Saskatchewan,,310
2019,Saskatchewan,,935
2019,Saskatchewan,Fabrication de produits en bois,1825
2019,Yukon,,30
2019,Yukon,,0
2019,Yukon,,55
2019,Yukon,Fabrication de produits en bois,0
2020,Canada,,28125
2020,Canada,,48975
2020,Canada,,21555
2020,Canada,Fabrication de produits en bois,87930
2020,Alberta,,3075
2020,Alberta,,2680
2020,Alberta,,1640
2020,Alberta,Fabrication de produits en bois,8735
2020,Colombie-Britannique,,10320
2020,Colombie-Britannique,,6710
2020,Colombie-Britannique,,8995
2020,Colombie-Britannique,Fabrication de produits en bois,23130
2020,Manitoba,,255
2020,Manitoba,,1385
2020,Manitoba,,425
2020,Manitoba,Fabrication de produits en bois,2140
2020,Nouveau-Brunswick,,2590
2020,Nouveau-Brunswick,,2915
2020,Nouveau-Brunswick,,905
2020,Nouveau-Brunswick,Fabrication de produits en bois,5675
2020,Terre-Neuve-et-Labrador,,240
2020,Terre-Neuve-et-Labrador,,300
2020,Terre-Neuve-et-Labrador,,140
2020,Terre-Neuve-et-Labrador,Fabrication de produits en bois,375
2020,Territoires du Nord-Ouest,,10
2020,Territoires du Nord-Ouest,,0
2020,Territoires du Nord-Ouest,,170
2020,Territoires du Nord-Ouest,Fabrication de produits en bois,10
2020,Nouvelle-Écosse,,650
2020,Nouvelle-Écosse,,965
2020,Nouvelle-Écosse,,485
2020,Nouvelle-Écosse,Fabrication de produits en bois,1620
2020,Nunavut,,0
2020,Nunavut,,0
2020,Nunavut,,0
2020,Nunavut,Fabrication de produits en bois,0
2020,Ontario,,3525
2020,Ontario,,16130
2020,Ontario,,2295
2020,Ontario,Fabrication de produits en bois,16070
2020,Île-du-Prince-Édouard,,75
2020,Île-du-Prince-Édouard,,320
2020,Île-du-Prince-Édouard,,40
2020,Île-du-Prince-Édouard,Fabrication de produits en bois,160
2020,Québec,,6975
2020,Québec,,17300
2020,Québec,,5495
2020,Québec,Fabrication de produits en bois,28420
2020,Saskatchewan,,380
2020,Saskatchewan,,270
2020,Saskatchewan,,925
2020,Saskatchewan,Fabrication de produits en bois,1595
2020,Yukon,,30
2020,Yukon,,0
2020,Yukon,,40
2020,Yukon,Fabrication de produits en bois,0
2021,Canada,,31510
2021,Canada,,48215
2021,Canada,,23040
2021,Canada,Fabrication de produits en bois,98400
2021,Alberta,,3475
2021,Alberta,,2800
2021,Alberta,,1800
2021,Alberta,Fabrication de produits en bois,9735
2021,Colombie-Britannique,,12215
2021,Colombie-Britannique,,6975
2021,Colombie-Britannique,,9795
2021,Colombie-Britannique,Fabrication de produits en bois,25145
2021,Manitoba,,270
2021,Manitoba,,1425
2021,Manitoba,,445
2021,Manitoba,Fabrication de produits en bois,2480
2021,Nouveau-Brunswick,,2675
2021,Nouveau-Brunswick,,3040
2021,Nouveau-Brunswick,,840
2021,Nouveau-Brunswick,Fabrication de produits en bois,6350
2021,Terre-Neuve-et-Labrador,,255
2021,Terre-Neuve-et-Labrador,,315
2021,Terre-Neuve-et-Labrador,,140
2021,Terre-Neuve-et-Labrador,Fabrication de produits en bois,455
2021,Territoires du Nord-Ouest,,5
2021,Territoires du Nord-Ouest,,0
2021,Territoires du Nord-Ouest,,180
2021,Territoires du Nord-Ouest,Fabrication de produits en bois,15
2021,Nouvelle-Écosse,,665
2021,Nouvelle-Écosse,,920
2021,Nouvelle-Écosse,,500
2021,Nouvelle-Écosse,Fabrication de produits en bois,1750
2021,Nunavut,,0
2021,Nunavut,,0
2021,Nunavut,,0
2021,Nunavut,Fabrication de produits en bois,0
2021,Ontario,,3640
2021,Ontario,,14815
2021,Ontario,,2535
2021,Ontario,Fabrication de produits en bois,18665
2021,Île-du-Prince-Édouard,,75
2021,Île-du-Prince-Édouard,,320
2021,Île-du-Prince-Édouard,,45
2021,Île-du-Prince-Édouard,Fabrication de produits en bois,175
2021,Québec,,7780
2021,Québec,,17370
2021,Québec,,5730
2021,Québec,Fabrication de produits en bois,31605
2021,Saskatchewan,,435
2021,Saskatchewan,,235
2021,Saskatchewan,,985
2021,Saskatchewan,Fabrication de produits en bois,2010
2021,Yukon,,20
2021,Yukon,,0
2021,Yukon,,45
2021,Yukon,Fabrication de produits en bois,15
2022,Canada,,31925
2022,Canada,,48965
2022,Canada,,22945
2022,Canada,Fabrication de produits en bois,98665
2022,Alberta,,3500
2022,Alberta,,2965
2022,Alberta,,1820
2022,Alberta,Fabrication de produits en bois,10150
2022,Colombie-Britannique,,12215
2022,Colombie-Britannique,,6940
2022,Colombie-Britannique,,9500
2022,Colombie-Britannique,Fabrication de produits en bois,23895
2022,Manitoba,,285
2022,Manitoba,,1445
2022,Manitoba,,435
2022,Manitoba,Fabrication de produits en bois,2775
2022,Nouveau-Brunswick,,2595
2022,Nouveau-Brunswick,,2900
2022,Nouveau-Brunswick,,820
2022,Nouveau-Brunswick,Fabrication de produits en bois,6340
2022,Terre-Neuve-et-Labrador,,260
2022,Terre-Neuve-et-Labrador,,365
2022,Terre-Neuve-et-Labrador,,130
2022,Terre-Neuve-et-Labrador,Fabrication de produits en bois,455
2022,Territoires du Nord-Ouest,,10
2022,Territoires du Nord-Ouest,,0
2022,Territoires du Nord-Ouest,,180
2022,Territoires du Nord-Ouest,Fabrication de produits en bois,15
2022,Nouvelle-Écosse,,660
2022,Nouvelle-Écosse,,1030
2022,Nouvelle-Écosse,,465
2022,Nouvelle-Écosse,Fabrication de produits en bois,1845
2022,Nunavut,,0
2022,Nunavut,,0
2022,Nunavut,,0
2022,Nunavut,Fabrication de produits en bois,0
2022,Ontario,,3945
2022,Ontario,,14790
2022,Ontario,,2735
2022,Ontario,Fabrication de produits en bois,18575
2022,Île-du-Prince-Édouard,,90
2022,Île-du-Prince-Édouard,,345
2022,Île-du-Prince-Édouard,,40
2022,Île-du-Prince-Édouard,Fabrication de produits en bois,190
2022,Québec,,7900
2022,Québec,,17935
2022,Québec,,5790
2022,Québec,Fabrication de produits en bois,32270
2022,Saskatchewan,,445
2022,Saskatchewan,,250
2022,Saskatchewan,,990
2022,Saskatchewan,Fabrication de produits en bois,2145
2022,Yukon,,20
2022,Yukon,,0
2022,Yukon,,40
2022,Yukon,Fabrication de produits en bois,10
2023,Canada,,30535
2023,Canada,,48365
2023,Canada,,23820
2023,Canada,Fabrication de produits en bois,96625
2023,Alberta,,3330
2023,Alberta,,2870
2023,Alberta,,1875
2023,Alberta,Fabrication de produits en bois,9985
2023,Colombie-Britannique,,11010
2023,Colombie-Britannique,,6095
2023,Colombie-Britannique,,9855
2023,Colombie-Britannique,Fabrication de produits en bois,22270
2023,Manitoba,,275
2023,Manitoba,,1535
2023,Manitoba,,420
2023,Manitoba,Fabrication de produits en bois,2850
2023,Nouveau-Brunswick,,2645
2023,Nouveau-Brunswick,,2935
2023,Nouveau-Brunswick,,820
2023,Nouveau-Brunswick,Fabrication de produits en bois,6250
2023,Terre-Neuve-et-Labrador,,250
2023,Terre-Neuve-et-Labrador,,390
2023,Terre-Neuve-et-Labrador,,125
2023,Terre-Neuve-et-Labrador,Fabrication de produits en bois,435
2023,Territoires du Nord-Ouest,,15
2023,Territoires du Nord-Ouest,,0
2023,Territoires du Nord-Ouest,,175
2023,Territoires du Nord-Ouest,Fabrication de produits en bois,15
2023,Nouvelle-Écosse,,645
2023,Nouvelle-Écosse,,1060
2023,Nouvelle-Écosse,,510
2023,Nouvelle-Écosse,Fabrication de produits en bois,1890
2023,Nunavut,,0
2023,Nunavut,,0
2023,Nunavut,,0
2023,Nunavut,Fabrication de produits en bois,0
2023,Ontario,,3885
2023,Ontario,,14425
2023,Ontario,,2840
2023,Ontario,Fabrication de produits en bois,18080
2023,Île-du-Prince-Édouard,,90
2023,Île-du-Prince-Édouard,,330
2023,Île-du-Prince-Édouard,,45
2023,Île-du-Prince-Édouard,Fabrication de produits en bois,195
2023,Québec,,7915
2023,Québec,,18460
2023,Québec,,6125
2023,Québec,Fabrication de produits en bois,32445
2023,Saskatchewan,,455
2023,Saskatchewan,,265
2023,Saskatchewan,,990
2023,Saskatchewan,Fabrication de produits en bois,2200
2023,Yukon,,20
2023,Yukon,,0
2023,Yukon,,40
2023,Yukon,Fabrication de produits en bois,10
